Class of Orbit;Country of Operator/Owner;Apogee (Kilometers);Contractor;COSPAR Number;Country of Contractor;Country/Organization of UN Registry;Eccentricity;Launch Site;Launch Vehicle;NORAD Number;Official Name of Satellite;Operator/Owner;Perigee (Kilometers);Purpose;Users
Elliptical;USA;70157;NASA/Goddard Space Flight Center;2015-011D;USA;NR;0.817;Cape Canaveral;Atlas 5;40485;MMS-4;National Aeronautics and Space Administration (NASA);1317;Space Science;Government
LEO;Canada;832;Dynacon Inc./University of Toronto Institute for Aerospace Studies/University of British Columbia;2003-031D;Canada;Canada;0.00104;Plesetsk Cosmodrome;Rokot;27843;Microvariability & Oscillations of Stars (MOST);Canadian Space Agency;817;Space Science;Government
LEO;Russia;690;Mozhaiskiy Space Engineering Academy;2003-042A;Russia;Russia;0.00149;Plesetsk Cosmodrome;Kosmos 3M;27939;Mozhayets 4;Mozhaisky Space Engineering Academy;669;Technology Development;Civil
GEO;USA/Canada;35809;Spar Aerospace;1996-022A;Canada;Canada;0.000546;Guiana Space Center;Ariane 42P;23846;MSAT 1;Mobile Satellite Ventures;35763;Communications;Commercial
GEO;USA/Canada;35796;Hughes Communications Inc.;1995-019A;USA;USA;0.000237;Cape Canaveral;Atlas 2A;23553;MSAT 2;Mobile Satellite Ventures;35776;Communications;Commercial
LEO;USA;478;Ball Aerospace/TRW/Raytheon;2000-014A;USA;USA;0.00124;Vandenberg AFB;Taurus;26102;Multispectral Thermal Imager (MTI);US Department of Energy/Office of Nonproliferation and National Security;461;Technology Development;Government/Military
GEO;Japan;35797;Mitsubishi Electric/Boeing/Alcatel;2006-004A;Japan;Japan;0.000249;Tanegashima Space Center;H2A;28937;MTSAT-2;Japan Meteorological Agency/Meteorological Satellite Center (MSC);35776;Earth Observation;Government
GEO;USA;36006;Lockheed Martin Missiles and Space;2012-009A;USA;USA;0.00518;Cape Canaveral;Atlas 5;38093;MUOS-1;DoD/US Navy;35569;Communications;Military
GEO;USA;36023;Lockheed Martin Missiles and Space;2013-036A;USA;USA;0.00561;Cape Canaveral;Atlas 5;39206;MUOS-2;DoD/US Navy;35550;Communications;Military
GEO;USA;35998;Lockheed Martin Missiles and Space;2015-002A;USA;USA;0.00501;Cape Canaveral;Atlas 5;40374;MUOS-3;DoD/US Navy;35576;Communications;Military
GEO;USA;35997;Lockheed Martin Missiles and Space;2015-044A;USA;NR;0.00499;Cape Canaveral;Atlas 5;40887;MUOS-4;DoD/US Navy;35576;Communications;Military
GEO;USA;35998;Lockheed Martin Missiles and Space;2016-041A;USA;NR;0.00501;Cape Canaveral;Atlas 5;41622;MUOS-5;DoD/US Navy;35576;Communications;Military
LEO;Spain;659;Instituto Nacional de Técnia Aeroespacial (INTA);2004-049B;Spain;Spain;0.000356;Guiana Space Center;Ariane 5G;28493;Nanosat-1;Instituto Nacional de Técnia Aeroespacial (INTA);654;Communications;Government
LEO;Spain;672;Instituto Nacional de Técnia Aeroespacial (INTA);2009-041E;Spain;NR;0.00636;Baikonur Cosmodrome;Dnepr;35685;Nanosat-1B;Instituto Nacional de Técnia Aeroespacial (INTA);583;Communications/Technology Development;Government
GEO;United Kingdom;35795;Matra Marconi;1993-076A;France;USA;0.000237;Cape Canaveral;Delta 2;22921;NATO-4B;Ministry of Defense/Paradigm Secure Communications (wholly owned by EADS Astrium);35775;Communications;Military
MEO;USA;20224;Boeing Satellite Systems;2010-022A;USA;USA;0.000677;Cape Canaveral;Delta 4;36585;USA 213;DoD/US Air Force;20188;Navigation/Global Positioning;Military/Commercial
MEO;USA;20459;Boeing Satellite Systems;2015-033A;USA;NR;0.000242;Cape Canaveral;Atlas 5;40730;USA 262;DoD/US Air Force;20446;Navigation/Global Positioning;Military/Commercial
MEO;USA;20486;Boeing Satellite Systems;2015-062A;USA;NR;0.00112;Cape Canaveral;Atlas 5;41019;USA 265;DoD/US Air Force;20426;Navigation/Global Positioning;Military/Commercial
MEO;USA;20188;Boeing Satellite Systems;2016-007A;USA;NR;0.000245;Cape Canaveral;Atlas 5;41328;USA 266;DoD/US Air Force;20175;Navigation/Global Positioning;Military/Commercial
MEO;USA;20464;Boeing Satellite Systems;2011-036A;USA;USA;0.000242;Cape Canaveral;Delta 4;37753;USA 232;DoD/US Air Force;20451;Navigation/Global Positioning;Military/Commercial
MEO;USA;20191;Boeing Satellite Systems;2012-053A;USA;USA;0.00032;Cape Canaveral;Delta 4;38833;USA 239;DoD/US Air Force;20174;Navigation/Global Positioning;Military/Commercial
MEO;USA;20247;Boeing Satellite Systems;2013-023A;USA;USA;0.00118;Cape Canaveral;Atlas 5;39166;USA 242;DoD/US Air Force;20184;Navigation/Global Positioning;Military/Commercial
MEO;USA;20469;Boeing Satellite Systems;2014-008A;USA;USA;0.000224;Cape Canaveral;Delta 4;39533;USA 248;DoD/US Air Force;20457;Navigation/Global Positioning;Military/Commercial
MEO;USA;20188;Boeing Satellite Systems;2014-026A;USA;USA;0.000264;Cape Canaveral;Delta 4;39741;USA 251;DoD/US Air Force;20174;Navigation/Global Positioning;Military/Commercial
MEO;USA;20476;Boeing Satellite Systems;2014-045A;USA;USA;9.31e-05;Cape Canaveral;Atlas 5;40105;USA 256;DoD/US Air Force;20471;Navigation/Global Positioning;Military/Commercial
MEO;USA;20211;Boeing Satellite Systems;2014-068A;USA;USA;0.00105;Cape Canaveral;Atlas 5;40294;USA 258;DoD/US Air Force;20155;Navigation/Global Positioning;Military/Commercial
MEO;USA;20469;Boeing Satellite Systems;2015-013A;USA;USA;0.000447;Cape Canaveral;Delta 4M;40534;USA 260;DoD/US Air Force;20445;Navigation/Global Positioning;Military/Commercial
MEO;USA;20327;Lockheed Martin;2003-058A;USA;USA;0.00686;Cape Canaveral;Delta 2;28129;USA 175;DoD/US Air Force;19963;Navigation/Global Positioning;Military/Commercial
MEO;USA;20276;Lockheed Martin;2004-009A;USA;USA;0.00352;Cape Canaveral;Delta 2;28190;USA 177;DoD/US Air Force;20089;Navigation/Global Positioning;Military/Commercial
MEO;USA;20292;Lockheed Martin;2004-023A;USA;USA;0.00414;Cape Canaveral;Delta 2;28361;USA 178;DoD/US Air Force;20072;Navigation/Global Positioning;Military/Commercial
MEO;USA;20426;Lockheed Martin;2004-045A;USA;USA;0.00919;Cape Canaveral;Delta 2;28474;USA 180;DoD/US Air Force;19938;Navigation/Global Positioning;Military/Commercial
MEO;USA;20247;Lockheed Martin;1997-035A;USA;USA;0.00233;Cape Canaveral;Delta 2;24876;USA 132;DoD/US Air Force;20123;Navigation/Global Positioning;Military/Commercial
MEO;USA;20268;Lockheed Martin;1999-055A;USA;USA;0.00324;Cape Canaveral;Delta 2;25933;USA 145;DoD/US Air Force;20096;Navigation/Global Positioning;Military/Commercial
MEO;USA;20234;Lockheed Martin;2000-025A;USA;USA;0.0019;Cape Canaveral;Delta 2;26360;USA 150;DoD/US Air Force;20133;Navigation/Global Positioning;Military/Commercial
MEO;USA;20427;Lockheed Martin;2000-040A;USA;USA;0.00455;Cape Canaveral;Delta 2;26407;USA 151;DoD/US Air Force;20184;Navigation/Global Positioning;Military/Commercial
MEO;USA;20498;Lockheed Martin;2000-071A;USA;USA;0.00601;Cape Canaveral;Delta 2;26605;USA 154;DoD/US Air Force;20177;Navigation/Global Positioning;Military/Commercial
MEO;USA;20266;Lockheed Martin;2001-004A;USA;USA;0.00305;Cape Canaveral;Delta 2;26690;USA 156;DoD/US Air Force;20104;Navigation/Global Positioning;Military/Commercial
MEO;USA;20344;Lockheed Martin;2003-005A;USA;USA;0.00355;Cape Canaveral;Delta 2;27663;USA 166;DoD/US Air Force;20155;Navigation/Global Positioning;Military/Commercial
MEO;USA;20433;Lockheed Martin;2003-010A;USA;USA;0.00695;Cape Canaveral;Delta 2;27704;USA 168;DoD/US Air Force;20063;Navigation/Global Positioning;Military/Commercial
MEO;USA;20221;Lockheed Martin;2005-038A;USA;USA;0.00149;Cape Canaveral;Delta 2;28874;USA 183;DoD/US Air Force;20142;Navigation/Global Positioning;Military/Commercial
MEO;USA;20342;Lockheed Martin Missiles and Space;2006-042A;USA;USA;0.00606;Cape Canaveral;Delta 2;29486;USA 190;DoD/US Air Force;20020;Navigation/Global Positioning;Military/Commercial
MEO;USA;20366;Lockheed Martin Missiles and Space;2006-052A;USA;USA;0.003;Cape Canaveral;Delta 2;29601;USA 192;DoD/US Air Force;20206;Navigation/Global Positioning;Military/Commercial
MEO;USA;20213;Lockheed Martin Missiles and Space;2007-047A;USA;USA;0.00121;Cape Canaveral;Delta 2;32260;USA 196;DoD/US Air Force;20149;Navigation/Global Positioning;Military/Commercial
MEO;USA;20311;Lockheed Martin Missiles and Space;2007-062A;USA;USA;0.00303;Cape Canaveral;Delta 2;32384;USA 199;DoD/US Air Force;20150;Navigation/Global Positioning;Military/Commercial
MEO;USA;20152;Lockheed Martin;2008-012A;USA;USA;0.000321;Cape Canaveral;Delta 2;32711;USA 201;DoD/US Air Force;20135;Navigation/Global Positioning;Military/Commercial
MEO;USA;20209;Lockheed Martin Missiles and Space;2009-043A;USA;USA;0.000923;Cape Canaveral;Delta 2;35752;USA 206;DoD/US Air Force;20160;Navigation/Global Positioning;Military/Commercial
LEO;China;540;Tsinghua University;2015-049G;China;NR;0.00152;Taiyuan Launch Center;Long March 6;40905;Naxing 2;Tsinghua University;519;Technology Development;Civil
GEO;Australia;35777;Space Systems/Loral;2015-054A;USA;NR;0.000392;Guiana Space Center;Ariane 5 ECA;40940;NBN-1A;NBN Co (operated by Optus);35744;Communications;Commercial
LEO;Canada;786;Microsat Systems Canada Inc.;2013-009D;Canada;NR;0.000979;Satish Dhawan Space Center;PSLV;39089;NEOSSat;Canadian Space Agency;772;Space Observation;Government
GEO;Nigeria;35795;China Academy of Space Technology (CAST);2011-077A;China;China;2.37e-05;Xichang Satellite Launch Center;Long March 3B;38014;NigComSat-1R;NigComSat;35793;Communications;Commercial
LEO;Nigeria;705;Surrey Satellite Technology Ltd. (SSTL);2011-044B;United Kingdom;Nigeria;0.00099;Dombarovsky Air Base;Dnepr 1;37789;NigeriaSat-2;National Space Research and Development Agency (NASRDA);691;Earth Observation;Government
LEO;Nigeria;696;Surrey Satellite Technology Ltd. (SSTL);2011-044C;United Kingdom;Nigeria;0.00248;Dombarovsky Air Base;Dnepr 1;37790;Nigeriasat-X;National Space Research and Development Agency (NASRDA);661;Earth Observation/Technology Development;Government
GEO;Egypt;35808;Matra Marconi;2000-046B;France;NR;0.000522;Guiana Space Center;Ariane 44LP;26470;Nilesat 102;Egyptian Radio and TV Union;35764;Communications;Government
GEO;Egypt;35813;Thales Alenia Space;2010-037A;France;NR;0.000213;Guiana Space Center;Ariane 5;36830;Nilesat 201;Egyptian Radio and TV Union;35795;Communications;Government
GEO;Canada;35793;Lockheed Martin;2002-062A;USA;Canada;0.000166;Baikonur Cosmodrome;Proton;27632;Nimiq 2;Telesat Canada Ltd. (BCE, Inc.);35779;Communications;Commercial
GEO;Canada;35794;EADS Astrium;2008-044A;France;Canada;0.000178;Baikonur Cosmodrome;Proton;33373;Nimiq 4;Telesat Canada Ltd. (BCE, Inc.);35779;Communications;Commercial
GEO;Canada;35700;Space Systems/Loral;2009-050A;USA;NR;0;Baikonur Cosmodrome;Breeze M;35873;Nimiq 5;Echostar Corporation (entire payload leased from Telesat Canada Ltd.);35700;Communications;Commercial
GEO;Canada;35809;Space Systems/Loral;2012-026A;USA;NR;0.000534;Baikonur Cosmodrome;Breeze M;38342;Nimiq 6;Telesat Canada Ltd. (BCE, Inc.);35764;Communications;Commercial
LEO;USA;816;Lockheed Martin Missiles & Space;1998-030A;USA;USA;0.00111;Vandenberg AFB;Titan 2;25338;NOAA-15;National Oceanographic and Atmospheric Administration (NOAA) (part of international program);800;Earth Observation;Government
LEO;USA;864;Lockheed Martin Space Systems;2005-018A;USA;USA;0.00145;Vandenberg AFB;Delta 2;28654;NOAA-18;National Oceanographic and Atmospheric Administration (NOAA) (part of international program);843;Earth Observation;Government
LEO;USA;864;Lockheed Martin Space Systems;2009-005A;USA;USA;0.00131;Vandenberg AFB;Delta 2;33591;NOAA-19;National Oceanographic and Atmospheric Administration (NOAA) (part of international program);845;Earth Observation;Government
LEO;USA;827;Ball Aerospace;2011-061A;USA;USA;0;Vandenberg AFB;Delta 2;37849;NPP;National Oceanographic and Atmospheric Administration (NOAA)/NASA;827;Earth Observation;Government
LEO;USA;441;Naval Post-Graduate School;2013-064K;USA;USA;0.0011;Wallops Island Flight Facility;Minotaur;39389;NPS-SCAT;Naval Post-Graduate School;426;Technology Development;Government
GEO;Netherlands;35795;Alcatel Space Industries;2005-003A;France;USA;0.000202;Baikonur Cosmodrome;Proton/Breeze M;28526;NSS-10;SES (Société Européenne des Satellites (SES));35778;Communications;Commercial
GEO;Netherlands;35798;Lockheed Martin Commercial Space Systems;2000-059A;USA;USA;0.000261;Baikonur Cosmodrome;Proton K;26554;NSS-11;SES (Société Européenne des Satellites (SES));35776;Communications;Commercial
GEO;Netherlands;35793;Space Systems/Loral;2009-058A;USA;United Kingdom;0.000166;Guiana Space Center;Ariane 5;36032;NSS-12;SES (Société Européenne des Satellites (SES));35779;Communications;Commercial
GEO;Netherlands;35796;Lockheed Martin Commercial Space Systems;1997-053A;USA;NR;0.000237;Guiana Space Center;Ariane 42L;24957;NSS-5;SES World Skies/Intelsat [SES] (shared capacity);35776;Communications;Commercial
GEO;Netherlands;35797;Lockheed Martin Commercial Space Systems;2002-057A;USA;NR;0.000249;Guiana Space Center;Ariane 4;27603;NSS-6;SES (Société Européenne des Satellites (SES));35776;Communications;Commercial
GEO;Netherlands;35798;Lockheed Martin Commercial Space Systems;2002-019A;USA;NR;0.000273;Guiana Space Center;Ariane 42L;27414;NSS-7;SES (Société Européenne des Satellites (SES));35775;Communications;Commercial
GEO;Netherlands;35794;Lockheed Martin Commercial Space Systems;1998-014A;USA;NR;0.000178;Guiana Space Center;Ariane 44L;25239;NSS-806;SES/Intelsat (SES [Société Européenne des Satellites (SES)]) (shared capacity);35779;Communications;Commercial
GEO;Netherlands;35792;Orbital Sciences Corp.;2009-008A;USA;United Kingdom;9.49e-05;Guiana Space Center;Ariane 5 ECA;33749;NSS-9;SES (Société Européenne des Satellites (SES));35784;Communications;Commercial
GEO;Japan;35799;Lockheed Martin Commercial Space Systems/Orbital Sciences;2002-035B;USA;Japan;0.00032;Guiana Space Center;Ariane 5;27461;N-Star C;Sky Perfect JSAT Corporation;35772;Communications;Commercial
LEO;China;536;National University of Defense Technology;2015-049B;China;NR;0.00145;Taiyuan Launch Center;Long March 6;40900;NUDT Phonesat;National University of Defense Technology/CAMSAT;516;Technology Demonstration;Military
LEO;Argentina;499;Satellogic;2016-033B;Uruguay;NR;0.00131;Taiyuan Launch Center;Long March 4B;41557;ÑuSat-1;Satellogic;481;Earth Observation;Commercial
LEO;Argentina;500;Satellogic;2016-033C;Uruguay;NR;0.00131;Taiyuan Launch Center;Long March 4B;41558;ÑuSat-2;Satellogic;482;Earth Observation;Commercial
LEO;USA;632;Orbital Sciences Corp.;2012-031A;USA;USA;0.00136;Kwajalein Island;Pegasus XL;38358;NuSTAR;National Aeronautics and Space Administration (NASA);613;Space Science;Government
LEO;USA;654;NASA/Ames Research Center;2010-062C;USA;USA;0.00214;Kodiak Launch Complex;Minotaur 4;37224;USA 219;NASA-Ames Research Center/Stanford University;624;Space Science;Government/Civil
MEO;United Kingdom;8069;Thales Alenia Space;2013-031C;France;United Kingdom;0.000208;Guiana Space Center;Soyuz-ST;39190;O3b FM02;O3b Networks Ltd.;8063;Communications;Commercial
MEO;United Kingdom;8071;Thales Alenia Space;2014-038A;France;United Kingdom;0.000381;Guiana Space Center;Soyuz-ST-B;40079;O3b FM03;O3b Networks Ltd.;8060;Communications;Commercial
MEO;United Kingdom;8069;Thales Alenia Space;2013-031B;France;United Kingdom;0.000242;Guiana Space Center;Soyuz-ST;39189;O3b FM04;O3b Networks Ltd.;8062;Communications;Commercial
MEO;United Kingdom;8068;Thales Alenia Space;2013-031A;France;United Kingdom;0.000139;Guiana Space Center;Soyuz-ST;39188;O3b FM05;O3b Networks Ltd.;8064;Communications;Commercial
MEO;United Kingdom;7845;Thales Alenia Space;2014-038B;France;United Kingdom;0.000493;Guiana Space Center;Soyuz-ST-B;40080;O3b FM06;O3b Networks Ltd.;7831;Communications;Commercial
MEO;United Kingdom;7844;Thales Alenia Space;2014-038C;France;United Kingdom;0.000598;Guiana Space Center;Soyuz-ST-B;40081;O3b FM07;O3b Networks Ltd.;7827;Communications;Commercial
MEO;United Kingdom;7842;Thales Alenia Space;2014-038D;France;United Kingdom;0.000951;Guiana Space Center;Soyuz-ST-B;40082;O3b FM08;O3b Networks Ltd.;7815;Communications;Commercial
MEO;United Kingdom;8068;Thales Alenia Space;2014-083D;France;United Kingdom;0.000173;Guiana Space Center;Soyuz-ST-B;40351;O3B FM09;O3b Networks Ltd.;8063;Communications;Commercial
MEO;United Kingdom;8069;Thales Alenia Space;2014-083A;France;United Kingdom;0.000208;Guiana Space Center;Soyuz-ST-B;40348;O3B FM10;O3b Networks Ltd.;8063;Communications;Commercial
MEO;United Kingdom;8069;Thales Alenia Space;2014-083B;France;United Kingdom;0.000208;Guiana Space Center;Soyuz-ST-B;40349;O3B FM11;O3b Networks Ltd.;8063;Communications;Commercial
MEO;United Kingdom;8069;Thales Alenia Space;2014-083C;France;United Kingdom;0.000208;Guiana Space Center;Soyuz-ST-B;40350;O3B FM12;O3b Networks Ltd.;8063;Communications;Commercial
MEO;United Kingdom;8069;Thales Alenia Space;2013-031D;France;United Kingdom;0.000208;Guiana Space Center;Soyuz-ST;39191;O3b PFM;O3b Networks Ltd.;8063;Communications;Commercial
LEO;India;724;Indian Space Research Organization (ISRO);2009-051A;India;India;0.000141;Satish Dhawan Space Center;PSLV;35931;Oceansat-2;Indian Space Research Organization (ISRO);722;Earth Observation;Government
LEO;USA;704;Orbital Sciences Corp.;2014-035A;USA;USA;0.000212;Vandenberg AFB;Delta 2;40059;OCO 2;National Aeronautics and Space Administration (NASA);701;Earth Observation;Government
LEO;Sweden;573;Swedish Space Corporation/Canadian Space Agency/National Technology Agency of Finland/Centre National d'Etudes Spatiales;2001-007A;Sweden/Canada/Finland/France;Sweden;0.000288;Svobodny Cosmodrome;Start 1;26702;Odin;Swedish National Space Board;569;Earth Observation;Government
LEO;Israel;601;Israel Aerospace Industries (IAI);2014-019A;Israel;NR;0.0157;Palmachim Launch Complex;Shavit;39650;Ofeq 10;Ministry of Defense;385;Earth Observation;Military
LEO;Israel;764;Israel Aircraft Industries (IAI), Missiles and Space Group;2002-025A;Israel;NR;0.0286;Palmachim Launch Complex;Shavit;27434;Ofeq 5;Ministry of Defense;367;Earth Observation;Military
LEO;Israel;576;Israel Aerospace Industries (IAI);2007-025A;Israel;NR;0.0173;Palmachim Launch Complex;Shavit;31601;Ofeq 7;Ministry of Defense;340;Earth Observation;Military
LEO;Israel;589;Israel Aerospace Industries (IAI);2010-031A;Israel;NR;0.018;Palmachim Launch Complex;Shavit;36608;Ofeq 9;Ministry of Defense;343;Earth Observation;Military
LEO;Spain;797;Instituto Nacional de Tecnica Aerospacial (INTA);2013-066E;Spain;NR;0.0144;Dombarovsky Air Base;Dnepr;39420;OPTOS;Spanish Space Agency;594;Technology Development;Government
GEO;Australia;35802;Space Systems/Loral;2014-054A;USA;Australia;0.000356;Guiana Space Center;Ariane 5 ECA;40146;Optus 10;Optus Communications (Parent: Singapore Telecom);35772;Communications;Commercial
GEO;Australia;35799;Space Systems/Loral;2003-028B;USA;Australia;0.000308;Guiana Space Center;Ariane 5G;27831;Optus and Defence C1;Optus Communications (Parent: Singapore Telecom)/Australian Ministry of Defence;35773;Communications;Military/Commercial
