Class of Orbit;Country of Operator/Owner;Apogee (Kilometers);Contractor;COSPAR Number;Country of Contractor;Country/Organization of UN Registry;Eccentricity;Launch Site;Launch Vehicle;NORAD Number;Official Name of Satellite;Operator/Owner;Perigee (Kilometers);Purpose;Users
GEO;USA;35835;Boeing Satellite Systems;1996-042A;USA;USA;0.00115;Cape Canaveral;Atlas 2;23967;USA 127;US Navy;35738;Communications;Military
GEO;USA;35829;Boeing Satellite Systems;1995-057A;USA;USA;0.00101;Cape Canaveral;Atlas 2;23696;USA 114;US Navy;35744;Communications;Military
GEO;USA;35834;Boeing Satellite Systems;1999-063A;USA;USA;0.00114;Cape Canaveral;Atlas 2;25967;USA 146;US Navy;35738;Communications;Military
GEO;USA;35794;Boeing Satellite Systems;1998-016A;USA;USA;0.000261;Cape Canaveral;Atlas 2;25258;USA 138;US Navy;35772;Communications;Military
GEO;USA;35787;Boeing Satellite Systems;2003-057A;USA;USA;1.19e-05;Cape Canaveral;Atlas 3;28117;USA 174;US Navy;35786;Communications;Military
GEO;Spain;35826;Space Systems/Loral;2006-007A;USA;NR;0.000961;Guiana Space Center;Ariane 5;28946;Spainsat;Hisdesat/Ministry of Defense;35745;Communications;Military
GEO;United Kingdom;35803;EADS Astrium;2008-030A;United Kingdom;United Kingdom;0.000391;Guiana Space Center;Ariane 5 ECA;33055;Skynet 5C;Ministry of Defence/Paradigm Secure Communications (wholly owned by EADS Astrium);35770;Communications;Military
GEO;Italy;35802;Alenia Spazio;2001-005A;Italy;Italy;0.000391;Guiana Space Center;Ariane 44L;26694;Sicral 1A;Italian Defense Ministry;35769;Communications;Military
GEO;France;35801;Alcatel Alenia Space;2006-033B;France/Italy;France;0.000344;Guiana Space Center;Ariane 5;29273;Syracuse 3B;Defense Ministry;35772;Communications;Military
GEO;France;35792;Alcatel Alenia Space;2005-041B;France/Italy;France;0.000166;Guiana Space Center;Ariane 5;28885;Syracuse 3A;Defense Ministry;35778;Communications;Military
GEO;France/Italy;35800;Thales Alenia Space;2015-022B;France/Italy;NR;0.000356;Guiana Space Center;Ariane 5;40614;Sicral 2/Syracuse 3C;Italian Defense Ministry/French Defense Ministry;35770;Communications;Military
GEO;United Kingdom;35803;EADS Astrium;2007-056B;France/UK/Germany;United Kingdom;0.00122;Guiana Space Center;Ariane 5;32294;Skynet 5B;Ministry of Defense/Paradigm Secure Communications (wholly owned by EADS Astrium);35700;Communications;Military
GEO;United Kingdom;35802;EADS Astrium;2007-007B;France/UK/Germany;United Kingdom;0.000368;Guiana Space Center;Ariane 5 ECA;30794;Skynet 5A;Ministry of Defense/Paradigm Secure Communications (wholly owned by EADS Astrium);35771;Communications;Military
GEO;United Kingdom;35793;EADS Astrium;2012-075A;United Kingdom;United Kingdom;8.3e-05;Guiana Space Center;Ariane 5 ECA;39034;Skynet 5D;Ministry of Defense/Paradigm Secure Communications (wholly owned by EADS Astrium);35786;Communications;Military
GEO;United Kingdom;35797;Astrium;1999-009B;France/UK/Germany;United Kingdom;0.000273;Guiana Space Center;Ariane 44L;25639;Skynet 4E;Ministry of Defence;35774;Communications;Military
GEO;United Kingdom;35801;Astrium;2001-005B;France/UK/Germany;United Kingdom;0.000332;Guiana Space Center;Ariane 44L;26695;Skynet 4F;Ministry of Defence;35773;Communications;Military
GEO;United Kingdom;35797;Astrium;1990-079A;France/UK/Germany;United Kingdom;0.000261;Guiana Space Center;Ariane 44LP;20776;Skynet 4C;Intelsat/Paradigm Secure Communications (wholly owned by EADS Astrium);35775;Communications;Military
GEO;China;35807;Chinese Academy of Space Technology (CAST);2006-038A;China;China;0.000474;Xichang Satellite Launch Center;Long March 3A;29398;Zhongxing 22A;China Satellite Communication Corp. (China Satcom);35767;Communications;Military
GEO;China;35796;Chinese Academy of Space Technology (CAST);2011-047A;China;China;0.000213;Xichang Satellite Launch Center;Long March 3B;37804;Zhongxing 1A;People's Liberation Army (C41);35778;Communications;Military
GEO;China;35799;Chinese Academy of Space Technology (CAST);2010-064A;China;China;0.000308;Xichang Satellite Launch Center;Long March 3B;37234;Zhongxing 20A;People's Liberation Army (C41);35773;Communications;Military
GEO;USA;35500;National Reconnaissance Laboratory;2014-027A;USA;USA;0;Cape Canaveral;Atlas 5;39751;USA 252;National Reconnaissance Office (NRO)/US Air Force;35500;Communications;Military
GEO;USA;35805;National Reconnaissance Laboratory;2012-033A;USA;USA;0.000403;Cape Canaveral;Atlas 5;38466;USA 236;National Reconnaissance Office (NRO)/US Air Force;35771;Communications;Military
GEO;USA;35803;National Reconnaissance Laboratory;2011-011A;USA;USA;0.000391;Cape Canaveral;Delta 4;37377;USA 227;National Reconnaissance Office (NRO)/US Air Force;35770;Communications;Military
GEO;USA;35790;Lockheed Martin Space Systems;2013-011A;USA;USA;0.000237;Cape Canaveral;Atlas 5;39120;USA 241;US Air Force;35770;Earth Observation;Military
GEO;USA;35795;Lockheed Martin Space Systems;2011-019A;USA;USA;0.000202;Cape Canaveral;Atlas 5;37481;USA 230;US Air Force;35778;Earth Observation;Military
GEO;United Arab Emirates;35791;Astrium/Thales Alenia Space;2012-016A;France;United Arab Emirates;0.00013;Baikonur Cosmodrome;Proton M;38245;Yahsat-1B;Al Yah Satellite Communications Company (YAHSAT);35780;Communications;Military/Commercial
GEO;United Arab Emirates;35823;Astrium/Thales Alenia Space;2011-016B;France;United Arab Emirates;0.000949;Guiana Space Center;Ariane 5;37393;Yahsat-1A;Al Yah Satellite Communications Company (YAHSAT);35743;Communications;Military/Commercial
GEO;Italy;35802;Thales Alenia Space Italia;2009-020A;Italy;Italy;0.000166;Sea Launch (Odyssey);Zenit 3SL;34810;Sicral 1B;Italian Defense Ministry/Telespazio;35788;Communications;Military/Commercial
GEO;Spain;35792;Space Systems/Loral;2005-005A;USA;USA;0.000166;Guiana Space Center;Ariane 5 ECA;28542;XTAR-EUR;Ministry of Defense/XTAR;35778;Communications;Military/Government
GEO;China;35792;China Great Wall Industry Corporation (CGWIC);2012-028A;China;China;0.00013;Xichang Satellite Launch Center;Long March 3B;38352;Zhongxing 2A;People's Liberation Army (C41);35781;Communications;Military/Government
LEO;Multinational;330000;Lavochkin;2011-037A;Russia;Russia;0.957;Baikonur Cosmodrome;Zenit 3SLBF/Fregat SB;37755;Spektr-R/RadioAstron;Astro Space Center of Moscow/Russian Academy of Sciences;1000;Space Science;Government
LEO;Singapore;550;Nanyang Technological University;2015-077F;Singapore;NR;0.00094;Satish Dhawan Space Center;PSLV-C29;41171;Velox 2;Nanyang Technological University;537;Technology Development;Civil
LEO;Singapore;550;Nanyang Technological University;2015-077A;Singapore;NR;0.00123;Satish Dhawan Space Center;PSLV-C29;41166;Velox C1;Nanyang Technological University;533;Technology Development;Civil
LEO;Singapore;550;ST Electronics Ltd.;2015-077D;Singapore;NR;0.00108;Satish Dhawan Space Center;PSLV C29;41169;TeLEOS 1;AgilSpace;535;Earth Observation;Commercial
LEO;Russia;1506;NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP);2002-036A;Russia;Russia;0.00242;Plesetsk Cosmodrome;Kosmos 3M;27464;Cosmos 2390;Ministry of Defense;1468;Communications;Military
LEO;Japan;408;Planetary Exploration Research Center (PERC) of the Chiba Institute of Technology and Tohoku University;1998-067GY;Japan;NR;0.000812;International Space Station;Cubesat Deployer;40898;S-Cube;Planetary Exploration Research Center (PERC) of the Chiba Institute of Technology, Tohoku University;397;Technology Development;Civil
LEO;India;868;SRM University;2011-058D;India;India;0.00124;Satish Dhawan Space Center;PSLV;37841;SRMSat;SRM University;850;Technology Development;Civil
LEO;USA;867;LuxSpace Sarl;2011-058C;Luxembourg;Luxembourg;0.00138;Satish Dhawan Space Center;PSLV;37840;Vesselsat-1;ORBCOMM Inc.;847;Communications;Commercial
LEO;USA;800;SRI International;2015-058L;USA;NR;0.0218;Cape Canaveral;Atlas 5;40974;SINOD D-1;SRI International;494;Technology Demonstration;Commercial
LEO;USA;800;SRI International;2015-058P;USA;NR;0.0218;Cape Canaveral;Atlas 5;40977;SINOD D-3;SRI International;494;Technology Demonstration;Commercial
LEO;Saudi Arabia;702;Space Research Institute, King Abdulaziz City for Science and Technology;2002-058C;Saudi Arabia;Saudi Arabia;0.00705;Baikonur Cosmodrome;Dnepr;27607;Saudisat 1C;Space Research Institute, King Abdulaziz City for Science and Technology;603;Communications;Government
LEO;China;1164;Chinese Academy of Space Technology (CAST);2010-009A;China;China;0.00985;Jiuquan Satellite Launch Center;Long March 4C;36413;Yaogan 9A;People's Liberation Army (C41);1017;Earth Observation;Government
LEO;China;1164;Chinese Academy of Space Technology (CAST);2010-009B;China;NR;0.00985;Jiuquan Satellite Launch Center;Long March 4C;36414;Yaogan 9B;People's Liberation Army (C41);1017;Earth Observation;Government
LEO;China;1164;Chinese Academy of Space Technology (CAST);2010-009C;China;NR;0.00985;Jiuquan Satellite Launch Center;Long March 4C;36415;Yaogan 9C;People's Liberation Army (C41);1017;Earth Observation;Government
LEO;Brazil;776;Instituto Nacional de Pesquisas Espaciais (INPE);1993-009B;Brazil;Brazil;0.00422;Cape Canaveral;Pegasus;22491;SCD-1;Instituto Nacional de Pesquisas Espaciais (INPE);716;Earth Observation;Government
LEO;Brazil;760;Instituto Nacional de Pesquisas Espaciais (INPE);1998-060A;Brazil;NR;0.00176;Cape Canaveral;Pegasus;25504;SCD-2;Instituto Nacional de Pesquisas Espaciais (INPE);735;Earth Observation;Government
LEO;Japan/USA;558;Japan Aerospace Exploration Agency (JAXA);2005-025A;Japan;Japan;0.000722;Uchinoura Space Center;M5;28773;Suzaku;Japan Aerospace Exploration Agency (JAXA)/NASA;548;Space Science;Government
LEO;China;361;Chinese Academy of Space Technology (CAST);2011-053A;China;China;7.43e-05;Jiuquan Satellite Launch Center;Long March 2F;37820;Tiangong-1;Beijing Aerospace Flight Control Center;360;Technology Development;Government
LEO;USA;633;Orbital Sciences Corp.;2003-004A;USA;USA;0.00236;Cape Canaveral;Pegasus XL;27651;SOlar Radiation and Climate Experiment (SORCE);NASA Earth Science Office/Laboratory for Atmospheric and Space Physics, Univ. of Colorado;600;Space Science;Government/Civil
LEO;USA/United Kingdom/Italy;590;Spectrum Astro (General Dynamics);2004-047A;USA;USA;0.00137;Cape Canaveral;Delta 7320;28485;Swift;Goddard Space Flight Center/Penn State University;571;Space Science;Government/Civil
LEO;Russia;571;TsSKB Progress (State Research & Production Space Rocket Center);2006-021A;Russia;Russia;0.000505;Baikonur Cosmodrome;Soyuz-Fregat;29228;Resurs-DK1;TsSKB Progress (State Research & Production Space Rocket Center);564;Earth Observation;Government/Commercial
LEO;USA;1203;Lockheed Martin;2005-004A;USA;USA;0.0124;Cape Canaveral;Atlas 3B;28537;USA 181;National Reconnaissance Office/US Navy;1017;Earth Observation;Military
LEO;USA;1203;Lockheed Martin;2005-004B;USA;USA;0.0125;Cape Canaveral;Atlas 3B;28541;USA 181;National Reconnaissance Office/US Navy;1016;Earth Observation;Military
LEO;USA;1200;Lockheed Martin;2007-027A;USA;USA;0.0124;Cape Canaveral;Atlas 5;31701;USA 194;National Reconnaissance Office/US Navy;1015;Earth Observation;Military
LEO;USA;1201;Lockheed Martin;2007-027B;USA;USA;0.0124;Cape Canaveral;Atlas 5;31708;USA 194;National Reconnaissance Office/US Navy;1016;Earth Observation;Military
LEO;China;1089;Chinese Academy of Space Technology (CAST);2012-066A;China;China;0.000604;Jiuquan Satellite Launch Center;Long March 4C;39011;Yaogan 16A;People's Liberation Army (C41);1080;Earth Observation;Military
LEO;China;1111;Shanghai Academy of Satellite Technology (SAST);2013-046A;China;China;0.00234;Jiuquan Satellite Launch Center;Long March 4C;39239;Yaogan 17A;People's Liberation Army (C41);1076;Earth Observation;Military
LEO;China;1090;Chinese Academy of Space Technology (CAST);2012-066B;China;NR;0.000738;Jiuquan Satellite Launch Center;Long March 4C;39012;Yaogan 16B;People's Liberation Army (C41);1079;Earth Observation;Military
LEO;China;1081;Chinese Academy of Space Technology (CAST);2012-066C;China;NR;0.0033;Jiuquan Satellite Launch Center;Long March 4C;39013;Yaogan 16C;People's Liberation Army (C41);1032;Earth Observation;Military
LEO;China;1095;Chinese Academy of Space Technology (CAST);2014-047A;China;NR;0.00067;Jiuquan Satellite Launch Center;Long March 4C;40109;Yaogan 20A;People's Liberation Army (C41);1085;Earth Observation;Military
LEO;China;1093;Chinese Academy of Space Technology (CAST);2014-047B;China;NR;0.000402;Jiuquan Satellite Launch Center;Long March 4C;40110;Yaogan 20B;People's Liberation Army (C41);1087;Earth Observation;Military
LEO;China;1094;Chinese Academy of Space Technology (CAST);2014-047C;China;NR;0.000469;Jiuquan Satellite Launch Center;Long March 4C;40111;Yaogan 20C;People's Liberation Army (C41);1087;Earth Observation;Military
LEO;China;1113;Chinese Academy of Space Technology (CAST);2014-0808C;China;NR;0.00141;Jiuquan Satellite Launch Center;Long March 4C;40340;Yaogan 25C;People's Liberation Army (C41);1092;Earth Observation;Military
LEO;China;1097;Chinese Academy of Space Technology (CAST);2014-080A;China;NR;0.000536;Jiuquan Satellite Launch Center;Long March 4C;40338;Yaogan 25A;People's Liberation Army (C41);1089;Earth Observation;Military
LEO;China;1093;Chinese Academy of Space Technology (CAST);2014-080B;China;NR;0.00067;Jiuquan Satellite Launch Center;Long March 4C;40339;Yaogan 25B;People's Liberation Army (C41);1083;Earth Observation;Military
LEO;China;1111;Shanghai Academy of Satellite Technology (SAST);2013-046B;China;NR;0.00208;Jiuquan Satellite Launch Center;Long March 4C;39240;Yaogan 17B;People's Liberation Army (C41);1080;Earth Observation;Military
LEO;China;1112;Shanghai Academy of Satellite Technology (SAST);2013-046C;China;NR;0.0151;Jiuquan Satellite Launch Center;Long March 4C;39241;Yaogan 17C;People's Liberation Army (C41);890;Earth Observation;Military
LEO;USA;1099;National Reconnaissance Laboratory (NRL);2015-058A;USA;NR;0.00572;Vandenberg AFB;Atlas 5;40964;USA 264;National Reconnaissance Office/US Navy;1014;Earth Observation;Military
LEO;USA;1099;National Reconnaissance Laboratory (NRL);2015-058R;USA;NR;0.00572;Vandenberg AFB;Atlas 5;40981;USA 264;National Reconnaissance Office/US Navy;1014;Earth Observation;Military
LEO;USA;1205;Lockheed Martin;2011-014A;USA;USA;0.0124;Vandenberg AFB;Atlas 5;37386;USA 229;National Reconnaissance Office/US Navy;1019;Earth Observation;Military
LEO;USA;1201;Lockheed Martin;2011-014B;USA;USA;0.0125;Vandenberg AFB;Atlas 5;37391;USA 229;National Reconnaissance Office/US Navy;1014;Earth Observation;Military
LEO;USA;1203;National Reconnaissance Laboratory (NRL);2012-048A;USA;USA;0.0128;Vandenberg AFB;Atlas 5;38758;USA 238;National Reconnaissance Office/US Navy;1012;Earth Observation;Military
LEO;USA;1203;National Reconnaissance Laboratory (NRL);2012-048P;USA;USA;0.0128;Vandenberg AFB;Atlas 5;38773;USA 238;National Reconnaissance Office/US Navy;1012;Earth Observation;Military
LEO;Germany;505;OHB System-AG;2006-060A;Germany;Germany;0.0027;Plesetsk Cosmodrome;Kosmos 3M;29658;SAR-Lupe 1;Armed Forces;468;Earth Observation;Military
LEO;Germany;486;OHB-System AG;2008-014A;Germany;Germany;0.00278;Plesetsk Cosmodrome;Kosmos 3M;32750;SAR-Lupe 4;Armed Forces;448;Earth Observation;Military
LEO;Germany;502;OHB-System AG;2008-036A;Germany;Germany;0.00204;Plesetsk Cosmodrome;Kosmos 3M;33244;SAR-Lupe 5;Armed Forces;474;Earth Observation;Military
LEO;Germany;496;OHB-System AG;2007-053A;Germany;Germany;0.00168;Plesetsk Cosmodrome;Kosmos 3M;32283;SAR-Lupe 3;Armed Forces;473;Earth Observation;Military
LEO;Germany;503;OHB-System AG;2007-030A;Germany;Germany;0.00241;Plesetsk Cosmodrome;Kosmos 3M;31797;SAR-Lupe 2;Armed Forces;470;Earth Observation;Military
LEO;India;427;Israel Aircraft Industries (IAI);2009-019A;Israel;India;0.000884;Satish Dhawan Space Center;PSLV C12;34807;RISat-2;Ministry of Defense;415;Earth Observation;Military
LEO;Israel;580;Israel Aerospace Industries (IAI);2008-002A;Israel;NR;0.0128;Satish Dhawan Space Center;PSLV C10;32476;TecSAR;Defense Ministry;405;Earth Observation;Military
LEO;Canada;787;Surrey Satellite Technology Ltd/MacDonald, Dettwiler and Associates;2013-009C;UK/Canada;Canada;0.00105;Satish Dhawan Space Center;PSLV;39088;Sapphire;Department of National Defense;772;Space Observation;Military
LEO;USA;800;Tyvak Nano-Satellite Systems;2015-058N;USA;NR;0.0218;Cape Canaveral;Atlas 5;40976;PropCube-1;Naval Post-Graduate School;494;Space Science;Military
LEO;USA;800;Tyvak Nano-Satellite Systems;2015-058K;USA;NR;0.0219;Cape Canaveral;Atlas 5;40973;PropCube-3;Naval Post-Graduate School;493;Space Science;Military
LEO;USA;506;Lawrence Livermore National Laboratory;2013-064T;USA;USA;0.000436;Wallops Island Flight Facility;Minotaur 1;39397;STARE-B;National Reconaissance Office;500;Space Science;Military
LEO;USA;322;Boeing;2015-025A;USA;NR;0.00119;Cape Canaveral;Atlas 5;40651;USA 261;US Air Force;309;Technology Development;Military
LEO;USA;801;US Army Space and Missile Defense Command;2015-058G;USA;NR;0.0218;Cape Canaveral;Atlas 5;40970;SNaP-3 Alice;US Army Space and Missile Defense Command;495;Technology Development;Military
LEO;USA;801;US Army Space and Missile Defense Command;2015-058J;USA;NR;0.0217;Cape Canaveral;Atlas 5;40972;SNaP-3 Eddie;US Army Space and Missile Defense Command;496;Technology Development;Military
LEO;USA;801;US Army Space and Missile Defense Command;2015-058M;USA;NR;0.0218;Cape Canaveral;Atlas 5;40975;SNaP-3 Jimi;US Army Space and Missile Defense Command;495;Technology Development;Military
LEO;USA;1352;Northrop Grumman;2009-052A;USA;USA;0.000324;Cape Canaveral;Delta 2;35937;USA 208;Missile Defense Agency (MDA);1347;Technology Development;Military
LEO;USA;1351;Northrop Grumman;2009-052B;USA;USA;0.000778;Cape Canaveral;Delta 2;35938;USA 209;Missile Defense Agency (MDA);1339;Technology Development;Military
LEO;USA;419;U.S. Naval Research Laboratory;1998-067FL;USA;USA;0.000958;International Space Station;Cyclops Deployer System;40314;SpinSat;US Naval Research Laboratory;406;Technology Development;Military
LEO;USA;791;Miltec;2012-048J;USA;USA;0.0211;Vandenberg AFB;Atlas 5;38766;SMDC-ONE 1.1;US Army Space and Missile Defense Command;495;Technology Development;Military
LEO;USA;789;Miltec;2012-048B;USA;USA;0.0218;Vandenberg AFB;Atlas 5;38759;SMDC-ONE 1.2;US Army Space and Missile Defense Command;483;Technology Development;Military
LEO;USA;444;Los Alamos National Laboratory;2013-064AC;USA;USA;0.000881;Wallops Island Flight Facility;Minotaur 1;39406;Prometheus 1A;Los Alamos National Laboratory;432;Technology Development;Military
LEO;USA;444;Los Alamos National Laboratory;2013-064V;USA;USA;0.00103;Wallops Island Flight Facility;Minotaur 1;39399;Prometheus 4A;Los Alamos National Laboratory;430;Technology Development;Military
LEO;USA;444;Los Alamos National Laboratory;2013-064X;USA;USA;0.00103;Wallops Island Flight Facility;Minotaur 1;39401;Prometheus 4B;Los Alamos National Laboratory;430;Technology Development;Military
LEO;USA;507;Ball Aerospace;2013-064A;USA;USA;0.000728;Wallops Island Flight Facility;Minotaur 1;39380;STPSat-3;US Air Force;497;Technology Development;Military
LEO;Russia;1508;OAO ISS;2008-025A;Russia;Russia;0.00184;Plesetsk Cosmodrome;Rokot;32953;Yubileiny;Research Laboratory of Aerospace Technology (NILAKT ROSTO);1479;Technology Development;Civil
LEO;ESA;476;Astrium;2013-067B;France;ESA;0.000219;Plesetsk Cosmodrome;Rokot;39452;SWARM-A;European Space Agency (ESA);473;Earth Observation;Government
LEO;ESA;476;Astrium;2013-067A;France;ESA;0.000219;Plesetsk Cosmodrome;Rokot;39451;SWARM-B;European Space Agency (ESA);473;Earth Observation;Government
LEO;ESA;496;Astrium;2013-067C;France;ESA;0.000729;Plesetsk Cosmodrome;Rokot;39453;SWARM-C;European Space Agency (ESA);486;Earth Observation;Government
LEO;Canada;649;Bristol Aerospace Ltd.;2003-036A;Canada;Canada;0.000784;Vandenberg AFB;Pegasus XL;27858;Scisat-1;Canadian Space Agency;638;Space Science;Government
LEO;China;616;Chinese Academy of Space Technology (CAST);2013-057A;China;China;0.00122;Jiuquan Satellite Launch Center;Long March 4B;39358;Shijian 16 01;Chinese Academy of Space Technology (CAST);599;Technology Development;Government
LEO;China;594;Chinese Academy of Space Technology (CAST);2016-043A;China;NR;0.0187;Jiuquan Satellite Launch Center;Long March 4B;41634;Shijian 16 02;Chinese Academy of Space Technology (CAST);338;Technology Development;Government
LEO;South Korea;1482;Korea Advanced Institute of Science and Technology (KAIST);2013-003A;South Korea;South Korea;0.0815;Naro Space Center;Naro-1;39068;STSat-2C;Korea Aerospace Research Institute (KARI);298;Technology Development;Government
LEO;USA;613;Applied Physics Laboratory, Johns Hopkins;2001-055B;USA;USA;7.16e-05;Vandenberg AFB;Delta 2;26998;TIMED;NASA/Applied Physics Laboratory, Johns Hopkins;612;Space Science;Government/Civil
LEO;Russia;1448;NPO-PM;2005-048B;Russia;Russia;0.000768;Plesetsk Cosmodrome;Kosmos 3M;28908;Cosmos 2416;Ministry of Defense;1436;Communications;Military
LEO;Russia;1506;NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP);2002-036B;Russia;Russia;0.00255;Plesetsk Cosmodrome;Kosmos 3M;27465;Cosmos 2391;Ministry of Defense;1466;Communications;Military
LEO;Russia;1503;NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP);2003-037A;Russia;Russia;0.00229;Plesetsk Cosmodrome;Kosmos 3M;27868;Cosmos 2400;Ministry of Defense;1467;Communications;Military
LEO;Russia;1502;NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP);2003-037B;Russia;Russia;0.00236;Plesetsk Cosmodrome;Kosmos 3M;27869;Cosmos 2401;Ministry of Defense;1465;Communications;Military
LEO;Russia;1495;NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP);2004-037A;Russia;Russia;0.00153;Plesetsk Cosmodrome;Kosmos 3M;28419;Cosmos 2408;Ministry of Defense;1471;Communications;Military
LEO;Russia;1495;NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP);2004-037B;Russia;Russia;0.00134;Plesetsk Cosmodrome;Kosmos 3M;28420;Cosmos 2409;Ministry of Defense;1474;Communications;Military
LEO;Russia;1496;OAO ISS;2010-043A;Russia;Russia;0.000191;Plesetsk Cosmodrome;Rokot;37152;Cosmos 2467;Ministry of Defense;1493;Communications;Military
LEO;Russia;1505;OAO ISS;2010-043C;Russia;Russia;0.00134;Plesetsk Cosmodrome;Rokot;37154;Cosmos 2468;Ministry of Defense;1484;Communications;Military
LEO;Russia;1425;NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP);2001-058B;Russia;Russia;0.000513;Plesetsk Cosmodrome;Tsyklon 3;27056;Cosmos 2385;Ministry of Defense;1417;Communications;Military
LEO;Russia;1419;NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP);2001-058C;Russia;Russia;0.000257;Plesetsk Cosmodrome;Tsyklon 3;27057;Cosmos 2386;Ministry of Defense;1415;Communications;Military
LEO;Russia;1516;OAO ISS;2013-001A;Russia;Russia;0.00273;Plesetsk Cosmodrome;Rokot;39057;Cosmos 2482;Ministry of Defense;1473;Communications;Military
LEO;Russia;1516;OAO ISS;2013-001B;Russia;Russia;0.00273;Plesetsk Cosmodrome;Rokot;39058;Cosmos 2483;Ministry of Defense;1473;Communications;Military
LEO;Russia;1514;OAO ISS;2013-001C;Russia;Russia;0.00248;Plesetsk Cosmodrome;Rokot;39059;Cosmos 2484;Ministry of Defense;1475;Communications;Military
LEO;Russia;1509;OAO ISS;2013-076A;Russia;Russia;0.00197;Plesetsk Cosmodrome;Rokot;39483;Cosmos 2488;Ministry of Defense;1478;Communications;Military
LEO;Russia;1507;OAO ISS;2013-076B;Russia;Russia;0.00191;Plesetsk Cosmodrome;Rokot;39484;Cosmos 2489;Ministry of Defense;1477;Communications;Military
LEO;Russia;1511;OAO ISS;2013-076C;Russia;Russia;0.00184;Plesetsk Cosmodrome;Rokot;39485;Cosmos 2490;Ministry of Defense;1482;Communications;Military
LEO;Russia;1511;OAO ISS;2008-025B;Russia;Russia;0.00197;Plesetsk Cosmodrome;Rokot;32954;Cosmos 2437;Ministry of Defense;1480;Communications;Military
LEO;Russia;1509;OAO ISS;2008-025C;Russia;Russia;0.00203;Plesetsk Cosmodrome;Rokot;32955;Cosmos 2438;Ministry of Defense;1477;Communications;Military
LEO;Russia;1510;OAO ISS;2008-025D;Russia;Russia;0.00203;Plesetsk Cosmodrome;Rokot;32956;Cosmos 2439;Ministry of Defense;1478;Communications;Military
LEO;Russia;1509;OAO ISS;2009-036A;Russia;Russia;0.000699;Plesetsk Cosmodrome;Rokot;35498;Cosmos 2451;Ministry of Defense;1498;Communications;Military
LEO;Russia;1506;OAO ISS;2009-036C;Russia;Russia;0.000699;Plesetsk Cosmodrome;Rokot;35500;Cosmos 2453;Ministry of Defense;1495;Communications;Military
LEO;Russia;1512;OAO ISS;2012-041A;Russia;Russia;0.00197;Plesetsk Cosmodrome;Rokot;38733;Cosmos 2481;Ministry of Defense;1481;Communications;Military
LEO;Russia;1511;OAS ISS;2014-028A;Russia;Russia;0.00197;Plesetsk Cosmodrome;Rokot;39761;Cosmos 2496;Ministry of Defense;1480;Communications;Military
LEO;Russia;1509;OAS ISS;2014-028C;Russia;Russia;0.00203;Plesetsk Cosmodrome;Rokot;39763;Cosmos 2498;Ministry of Defense;1477;Communications;Military
LEO;Russia;1510;OAS ISS;2014-028B;Russia;Russia;0.00203;Plesetsk Cosmodrome;Rokot;39762;Cosmos 2497;Ministry of Defense;1478;Communications;Military
LEO;Russia;1504;OAS ISS;2015-050B;Russia;Russia;0.000508;Plesetsk Cosmodrome;Rokot;40921;Cosmos 2508;Ministry of Defense;1496;Communications;Military
LEO;Russia;1508;OAS ISS;2015-050C;Russia;Russia;0.000635;Plesetsk Cosmodrome;Rokot;40922;Cosmos 2509;Ministry of Defense;1498;Communications;Military
LEO;Russia;1506;OAS ISS;2015-050A;Russia;Russia;0.000572;Plesetsk Cosmodrome;Rokot;40920;Cosmos 2507;Ministry of Defense;1497;Communications;Military
LEO;USA;886;Naval Post-Graduate School;2013-072G;USA;NR;0.0315;Vandenberg AFB;Atlas 5;39468;SNaP-3-1;US Southern Command;443;Communications;Military
LEO;China;1207;Shanghai Academy of Satellite Technology (SAST);2012-029A;China;China;0.000396;Taiyuan Launch Center;Long March 4C;38354;Yaogan 15;People's Liberation Army (C41);1201;Earth Observation;Military
LEO;Russia;858;KB Yuznoye;2007-029A;Ukraine;Russia;0.000969;Baikonur Cosmodrome;Zenit 2M;31792;Cosmos 2428;Ministry of Defense;844;Earth Observation;Military
LEO;USA;650;Ball Aerospace;2010-062A;USA;USA;0;Kodiak Launch Complex;Minotaur 4;37222;USA 217;USAF Space Test Program;650;Technology Development;Military
LEO;Russia;1503;Roskosmos/Russian Academy of Sciences;2014-028E;Russia;Russia;0.0228;Plesetsk Cosmodrome;Rokot;39765;Cosmos 2499;Ministry of Defense;1152;Technology Development;Military
LEO;USA;886;Air Force Research Laboratory (AFRL);2013-072M;USA;NR;0.0315;Vandenberg AFB;Atlas 5;39473;TacSat 6;Operational Responsive Space (ORS) Office;443;Technology Development;Military
LEO;USA;886;Miltec;2013-072N;USA;NR;0.0315;Vandenberg AFB;Atlas 5;39474;SMDC-ONE 2.3;US Army Space and Missile Defense Command;443;Technology Development;Military
LEO;USA;886;Miltec;2013-072L;USA;NR;0.0315;Vandenberg AFB;Atlas 5;39472;SMDC-ONE 2.4;US Army Space and Missile Defense Command;443;Technology Development;Military
